k1;k2;k3;k4;k5;k6;k7;k8;k9;k10;k11;k12;k13;k14;k15;k16;k17;k18;k19;k20;k21;k22;k23;k24;k25
FFFFFFFFA47BD401;FFFFFFFF4677EE01;FFFFFFFF935E2001;11064C01;FFFFFFFFDAB55201;71EC5001;97287701;FFFFFFFFB7ED1F01;FFFFFFFF83A20601;FFFFFFFF96224401;FFFFFFFFDB0B0E01;70EF801;FFFFFFFF49068C01;98367E01;FFFFFFFFD76B2E01;FFFFFFFF3F04A001;FFFFFFFF77717D01;18A8B201;FFFFFFFF66071A01;FFFFFFFFD60CD701;CAC5E01;A54DAF01;FFFFFFFF99742201;FFFFFFFFC93E3E01;374AD801
FFFFFFFFDCF8AC01;FFFFFFFFC57A2601;FFFFFFFF6516B801;1E702A01;1C4FFD01;FFFFFFFF43BCD801;FFFFFFFFAF9C4001;FFFFFFFFBF1B4F01;59CDAC01;FFFFFFFFD438BC41;FFFFFFFFC1026601;16713201;BC965301;19E45001;FFFFFFFFB8D01001;FFFFFFFF85BD6401;FFFFFFFF6C4B5301;FFFFFFFFD11AC801;FFFFFFFF2245C101;FFFFFFFFD6A0D201;3E5F0E01;FFFFFFFF54FB3B01;6FE25901;D8648501;1CF88601
FFFFFFFFC1D32201;FFFFFFFF50BB5001;17E1A401;1DEEF301;4CAC6301;FFFFFFFFDA495401;CE415B01;229F1901;FFFFFFFFDFB80C01;FFFFFFFF3CA83A01;987EE601;FFFFFFFFABECC201;AAD9E01;FFFFFFFFD5255601;FFFFFFFFBEBE5901;FFFFFFFFC8AF1801;FFFFFFFF7CC0A801;FFFFFFFF7C4FE601;FFFFFFFF50EA0101;FFFFFFFFDDC3AE01;FFFFFFFFD7E94A01;FFFFFFFF8AE79701;C2807901;D649EB01;FFFFFFFF97D7C201
246CAA01;FFFFFFFFFA584601;86C0B401;47012901;55B8D001;2C14AC01;FFFFFFFFD4DB8201;FFFFFFFFB8BE2B01;FFFFFFFF08E20A01;FFFFFFFFCC16B401;FFFFFFFF18B2E901;49B63E01;FFFFFFFFE9F7AE01;FFFFFFFFA6058A01;FFFFFFFFB28A4C01;3383D801;5EB6C601;FFFFFFFFCB9DB401;FFFFFFFF0A6D7F01;E4760601;FFFFFFFFE4F08401;47727901;4B79AA01;17F3001;FFFFFFFFD5009E01
FFFFFFFFCA968401;499C1001;FFFFFFFFC9A31801;D4C2601;FFFFFFFF7CDF8D01;216DCE01;A1230801;47C5E601;551D7E01;FFFFFFFFEFAFBC01;88133101;FFFFFFFFC132FE01;FFFFFFFFC87D7DC1;FFFFFFFFB5411C01;FFFFFFFF91E1AE01;8AD40E01;FFFFFFFFD997E001;FB8201;FFFFFFFF2403F001;C086A501;FFFFFFFFB6B79601;6EEE3801;FFFFFFFFA281F801;B65AD701;5BCE801
FFFFFFFFC2699001;FFFFFFFF98A56A01;FFFFFFFF4EE37B01;116C0B01;FE9A7E01;FFFFFFFFB8660D01;5BCD2A01;FFFFFFFF23BFDE01;3E28D001;2040FA01;4F394801;FFFFFFFFDB3F8201;FFFFFFFFC6861A01;E67D3301;FFFFFFFFB4FB9201;FFFFFFFFD4288401;FFFFFFFFBD3FEC01;FFFFFFFF977D2A01;FFFFFFFFCAFB0001;B2381C01;CE383001;FFFFFFFFB6939401;FFFFFFFF3F777501;1B92BA01;FFFFFFFFE140E401
FFFFFFFF68B22E01;FFFFFFFFA5809401;368C2201;A1CB001;5D47001;FFFFFFFF12092201;3E993001;FFFFFFFFF3E52B01;1A339201;5DDA4801;2C7ADE01;B9AE0001;FFFFFFFF57C65801;FFFFFFFFE2BF7201;FFFFFFFFCDA43C01;FFFFFFFFAA612E01;FFFFFFFFECF54A01;A0FAAC01;9B0EDB01;4218E501;FFFFFFFF93845601;7EC01C01;FFFFFFFFB7AD7601;1038A801;3B3A8401
FFFFFFFF818BE201;EF5E3301;1E778601;9BCA2D01;BF791601;59CEDE01;D9DF101;FFFFFFFF45619A01;FFFFFFFFD5167E01;FFFFFFFF76EBB201;69D1B501;FFFFFFFF53605D01;141EFE01;FFFFFFFFAE302001;2B4C4701;81449201;FFFFFFFFFCAF4C41;FFFFFFFFEF588E01;FFFFFFFFE95E1501;6C5F9401;2001F501;48436601;BB45401;323E6701;3BC95001
FFFFFFFF3F30C601;FFFFFFFF71C0EF01;C9F33A01;1CBFCA01;FFFFFFFF7F9CFD01;FFFFFFFFEB080C01;FFFFFFFF98CF0001;FFFFFFFFF9EB3601;FFFFFFFFFD969001;81AE3C01;9C87EF01;2C995E01;FFFFFFFFBB713801;76086401;FFFFFFFF72E0D601;FFFFFFFF7B482201;FFFFFFFF69C3F501;FFFFFFFF68952601;8C631501;FFFFFFFFD8441101;6E5EF001;5F2F0401;FFFFFFFF37C84901;FFFFFFFF7BA2DE01;14708401
29285E01;FFFFFFFFCE483001;FFFFFFFFC4E78101;68CE4201;FFFFFFFF15884201;FFFFFFFF4F124C01;37DBC601;14629201;749B7401;FFFFFFFFDB08BC01;7C8DC001;6564B201;FFFFFFFF9E71AF01;100F7601;DF2DC401;F9A1F01;18AF6301;FFFFFFFF6ECF5501;1C919601;2ECAE01;F9308B01;387F9F01;199C0801;4D026601;FFFFFFFF37DF4001
FFFFFFFF81C6DC01;B104B401;FFFFFFFFFBA06201;FFFFFFFF5B7B6C01;8EB10A01;D660401;86DE8001;FFFFFFFF63BEF101;FFFFFFFFF9272201;FFFFFFFF6ACEA401;FFFFFFFF3C236801;A7872A01;FFFFFFFF61A8C801;9C640B01;105CCE01;7628E401;FFFFFFFF390C3901;FFFFFFFF9A869601;1F089E01;FFFFFFFF4832A901;FFFFFFFFEE438BC1;FFFFFFFF68EB9201;FFFFFFFFF4255441;FFFFFFFFE83E2601;FFFFFFFFCA1FB401
B2155201;FFFFFFFF78C96901;FFFFFFFF90B58801;103D4D01;FFFFFFFFB87B6D01;56C40101;FFFFFFFF9C2ADC01;FFFFFFFF76CFC901;FFFFFFFFBE673401;FFFFFFFFA8138201;120F2201;2B869E01;FFFFFFFF9B761201;543C01;B831C01;FFFFFFFFFDAC8C01;7FCDD801;FFFFFFFF32F7A401;B2E6F301;FFFFFFFF31F52101;FFFFFFFF624EFF01;129CC801;C2FECE01;81B4FC01;7033F001
92A33901;FFFFFFFFF91DC7C1;75565C01;FFFFFFFFCCD36701;5579D401;10223701;FFFFFFFFE055AA01;2D3BE401;4833B401;FFFFFFFF91F68601;2A9BCA01;5E277C01;FFFFFFFFA6266A01;2DF4C401;42CF9C01;FFFFFFFF0D715C01;53FD9401;9A0D9401;796B7A01;69BB5E01;FFFFFFFF698AAF01;AB8AE801;3EAC1801;FFFFFFFF743FF801;FFFFFFFF5C4B4601
FFFFFFFF700A6701;FFFFFFFF50961C01;3E219101;65D0AE01;2E853801;45F38201;91E79101;FFFFFFFFB4FC4401;3AFB4801;FFFFFFFF9BD57101;34F86001;47C0FA01;FFFFFFFFBE071001;FFFFFFFF65CED301;FFFFFFFFF79DB9C1;FFFFFFFF45193501;FFFFFFFFBF74B601;2DDF9801;FFFFFFFF24F7C001;FFFFFFFFC1320241;9B5B3001;5156201;32FAA01;9C6FAC01;895A1601
22C8C001;1B720C01;FFFFFFFFF36B27C1;9BB34A01;FFFFFFFFB5216E01;FFFFFFFFFC9C0001;42B41401;FFFFFFFF91698001;65FE8001;B7AC9801;FFFFFFFF2E638401;20C36E01;FFFFFFFFF4EEB241;FFFFFFFF4F7CD301;FFFFFFFF50C18001;FFFFFFFFB28A6E01;448CB001;78C4B001;F01D801;FFFFFFFF6E32D801;FFFFFFFFA058C801;FFFFFFFF5E6A1401;FFFFFFFFF66D1641;FFFFFFFF2D7E3A01;7CD67401
FFFFFFFF49EBA901;FFFFFFFF15074B01;FFFFFFFF47DB5E01;FFFFFFFFBB185601;6900801;FFFFFFFFCC2EDA01;FFFFFFFFDE23B841;1A5E2B01;206E4C01;FFFFFFFFA5ADA601;FFFFFFFF94E58801;64A01E01;FFFFFFFFADE5C401;FFFFFFFF6CC49001;B2EC1901;259F2201;FFFFFFFFC948DFC1;FFFFFFFFDF360401;1242CE01;FFFFFFFFFCE2DA01;FFFFFFFF8C017601;FFFFFFFFEA42A401;2095F701;869A5301;FFFFFFFFE971DC01
DDDDB01;5FF62901;880C9F01;72638101;FFFFFFFF6B0E3201;FFFFFFFF9FB96601;FFFFFFFFDC16E601;12763E01;FFFFFFFF0C94CE01;A2D62F01;A0F03901;5FC71601;FFFFFFFFA20B4001;A420A01;FFFFFFFFC8985A01;4A46E601;FFFFFFFFEC915C01;FFFFFFFF60DBF801;FFFFFFFFB258AC01;FFFFFFFF97E62301;FFFFFFFF0FC67401;FFFFFFFFB9764601;FFFFFFFFDF9A8241;FFFFFFFFCD9BFA01;FFFFFFFF87CC1201
2E119601;91EC6A01;8B2BE301;FFFFFFFFC1C03F01;669E6001;48FD0C01;29EBAE01;6F6A2001;68F25501;FFFFFFFFCA6A4FC1;FFFFFFFF90EC3201;5F63D601;FFFFFFFFE51D1B01;FFFFFFFFEA4FE401;FFFFFFFFA9F8C001;FFFFFFFF57E87201;12BF6401;FFFFFFFF8F95AC01;FFFFFFFFFDE95801;FFFFFFFF23985C01;FFFFFFFF78BDFC01;FFFFFFFFFCB35A01;FFFFFFFF1897F201;FFFFFFFF3514EC01;66732501
C8E10301;AE565901;FFFFFFFFCF5EE9C1;6AF3B401;A99F3701;FFFFFFFF7DC77101;6344A201;FFFFFFFFEE549201;5E5F501;28672C01;FFFFFFFFB9F5B801;33482001;FFFFFFFF226A2301;50159C01;FFFFFFFFB5B9EA01;FFFFFFFFE88F29C1;FFFFFFFF03F9D801;FFFFFFFF5E24B001;FFFFFFFF9952CE01;FFFFFFFF225E9801;FFFFFFFFBC45D001;FFFFFFFFB00C4A01;FFFFFFFF9EE7B401;FFFFFFFFE490DE01;8C54EC01
FFFFFFFFD276E001;FFFFFFFF88640C01;18EDE601;FFFFFFFFFF439601;6DFE3E01;FFFFFFFF9A4ED601;FFFFFFFF7FFC7F01;FFFFFFFF41D48901;FFFFFFFFE0B48A01;14437D01;FFFFFFFF875F1801;A42FF201;FFFFFFFFFC5E4201;FFFFFFFF5074B101;FFFFFFFF8409F801;FFFFFFFFA4D62A01;4D1D6C01;3688D401;FFFFFFFF9AB45801;411FAC01;FFFFFFFFD412F401;EF7D7601;1BC66C01;6EDEA01;FFFFFFFFB0089A01
B2BAB901;3AE12801;FFFFFFFF2219BC01;FFFFFFFFE7B12641;FFFFFFFFF17C6A01;FFFFFFFFDFB73801;52BC1201;FFFFFFFFB2CB4401;7FC9001;FFFFFFFF7AF27601;170CD801;ABDC3501;BD9FC701;EB1EC01;FFFFFFFF6FD26001;FFFFFFFFCE164501;FFFFFFFF2E470001;FFFFFFFFB1AC3001;FFFFFFFFAA6D1C01;FFFFFFFF826CD001;FFFFFFFFDE3D6801;3EBE7301;FFFFFFFFC6297401;FFFFFFFFCAE01001;64417601
FFFFFFFF5B7F9C01;FFFFFFFFC5FA5201;2096D201;FFFFFFFFF728A201;51244A01;FFFFFFFFE04DDE01;2EDB0401;241E2E01;3A7C3301;EF73DE01;FFFFFFFFF8F53C01;FFFFFFFF5D987601;CCE9F001;FFFFFFFFCD4AA201;35D70401;FFFFFFFFE5BE6A01;FFFFFFFFBDD7C601;2BB64C01;FD0E1701;FFFFFFFF80D91201;FFFFFFFF50B6AC01;146EF201;FFFFFFFFF339B401;1F424101;FFFFFFFFEB67C801
FFFFFFFFC16F3DC1;2D9D7201;5FC59E01;FFFFFFFFC5B15601;FFFFFFFFD88AFA01;DA68C01;FFFFFFFFB375C501;FFFFFFFFA12F9601;FFFFFFFF940C1001;C59CDE01;FFFFFFFFD114E201;2EEF3D01;79B2B401;B0578101;FFFFFFFF22BEB801;FFFFFFFF7DB78201;FFFFFFFF6EFF1401;4E0CF001;FFFFFFFFC7A777C1;67E3B201;FFFFFFFFD9709001;FFFFFFFFD9E87C01;FFFFFFFFA9280C01;FFFFFFFFF96C1201;955C9301
FFFFFFFFF7E4C601;B4C5401;1FDA101;FFFFFFFFC18E4A01;FFFFFFFF6C5F6C01;4FCDA01;8153E101;1BE0E601;FFFFFFFFCE3ABA01;FFFFFFFF45FB2A01;FFFFFFFF50365801;FFFFFFFFE0F90601;1B931401;FFFFFFFF872DFA01;FFFFFFFFFB6D1A01;FF17BC01;4145FA01;FFFFFFFF996C0C01;B7463401;FFFFFFFFFC84B201;70C83801;FFFFFFFF8DF12001;6DFC5001;FFFFFFFFDE0B1C01;FFFFFFFF248D4001
F39C2B01;FFFFFFFFEA6B4601;FFFFFFFFACF5FA01;87DEC101;FFFFFFFF48FC6501;FFFFFFFFFEA47601;5A651A01;83E55E01;FFFFFFFFDD2C3E41;7CC47001;FFFFFFFF8B256601;5226B201;2CC5C001;2CF77C01;5A624601;FFFFFFFF6C089E01;FFFFFFFF6FC9D001;2C43EA01;8A68801;FFFFFFFFEC400601;6796001;31F66601;FFFFFFFFF220C9C1;A1957001;FFFFFFFFDD6C6401
8AC2DF01;6EC3B601;FFFFFFFFC6A0FC01;50A13801;FFFFFFFF82AC4E01;FFFFFFFF42CD0101;FFFFFFFF723F2301;FFFFFFFFC741FB01;BD4E3601;468B401;88516301;5AB10201;FFFFFFFF652FFE01;133B3101;FFFFFFFF7BCE6F01;51F8EB01;FFFFFFFFC180BD01;A78AE01;A04B6601;FFFFFFFFDA2BF701;364F9001;72F33C01;FFFFFFFFF6FDD001;94ABAB01;7DE1701
FFFFFFFFBB12F801;63C51001;6A879601;AA511301;FFFFFFFF9C55C801;520DB201;FFFFFFFFDE5BC1C1;28397E01;B6BAB901;3350E001;FFFFFFFFD4483101;D902E401;FFFFFFFFA1854601;33067201;47FEFC01;A3545A01;C78F8D01;FFFFFFFFC4899801;FFFFFFFF5929AC01;3499A601;A2795701;FFFFFFFF1779A801;A373BB01;D321D201;FFFFFFFFECCCA201
FFFFFFFF8ABDF201;FFFFFFFFDFE81BC1;FFFFFFFF8C0D6201;FFFFFFFF95D28E01;FFFFFFFF445C0A01;8ED2A01;FFFFFFFFB2AB4E01;FFFFFFFFFC8F4801;8415D901;52650C01;DC6D8C01;64F12C01;A4E63201;D6C98601;FFFFFFFF7C645B01;3CA83C01;FFFFFFFFF9A3C1C1;FFFFFFFFE30A3201;FFFFFFFF9E1FB201;FFFFFFFFE15EE201;368FE201;51FD401;40381A01;87BC9101;FFFFFFFFD7060001
13467201;CF886901;FFFFFFFF79E18701;FFFFFFFF8019EE01;5A6AA201;B76EA601;2E668301;FFFFFFFF5317AA01;2B356601;FFFFFFFF484C1F01;332EDA01;51E43E01;7225C801;64F11801;FFFFFFFFD235E001;533CA601;FFFFFFFF40634801;FFFFFFFFBEFBBA01;FFFFFFFFAEF6C401;FFFFFFFFA8080C01;FFFFFFFF85399C01;8C21A001;FFFFFFFF124F2401;FFFFFFFF552A3801;FFFFFFFF64C96C01
2EF90F01;39D8C701;FFFFFFFF90686201;D5F29201;FFFFFFFFDAA07FC1;FFFFFFFFDFD7FE01;FFFFFFFF8913D801;3C1BC001;F6009801;FFFFFFFFAA8A0A01;FFFFFFFFCD874041;2792A001;FFFFFFFFE7BD7641;85251E01;FFFFFFFFE5D1E201;FFFFFFFF7528B001;FFFFFFFFB8E42D01;FFFFFFFF1893E101;738E0401;7C30D801;FFFFFFFFB1D21E01;127B9201;3F25C701;1ABA9201;FFFFFFFFC35B7601
4C1E0601;FFFFFFFF8CAEBC01;FFFFFFFFFC8D6C01;FFFFFFFFFCE60F01;238BEA01;3A059B01;FFFFFFFFF318A801;2807C201;5A16E401;FFFFFFFFDAA64C01;49113201;FFFFFFFF0C008A01;21371E01;9719EF01;FFFFFFFFE4293101;1EEA2C01;F4DFF01;C0055401;FFFFFFFFCBF5F401;2E717701;FFFFFFFFC456E001;2E7B7F01;70188001;151DF101;FFFFFFFF7910E001
95C34B01;FFFFFFFF40997E01;97500701;312EEA01;FFFFFFFF8B71F801;B7FEC701;7A11D401;FFFFFFFF64F6F701;2DFC801;FFFFFFFFF5210E01;FFFFFFFFA0238101;D6D4A01;FFFFFFFFE2753401;FFFFFFFFDF308601;FFFFFFFFAA12D601;FFFFFFFFE4B53201;492A801;2A967B01;33212C01;8B83201;FFFFFFFFE936D701;FFFFFFFF6AF3D601;FFFFFFFFA4488601;66619201;FFFFFFFFF7AA3701
AB768C01;4FF32801;620F6401;50DA9C01;C3EA1101;FFFFFFFF9912DC01;FFFFFFFFDF7F7001;FFFFFFFFA3D77E01;72696C01;FFFFFFFFF9925201;71F9B401;FFFFFFFFB1B67601;FFFFFFFFDB821D01;CE053701;2D5B8A01;FFFFFFFF96214001;67D5E001;FFFFFFFF755C3A01;FFFFFFFF9D908801;DB934401;FFFFFFFFA7956A01;FFFFFFFF2B8EF901;1699D501;19B1A01;FFFFFFFFD95FEC01
FFFFFFFFC0485601;3DABEA01;D794D401;1B80501;748DD01;8E0E9F01;FFFFFFFF99072801;FFFFFFFF3D691A01;FFFFFFFFEFE3B801;9413A401;FFFFFFFF24603E01;C1827401;2D7E3401;FFFFFFFFD32A0A01;10AC0801;FFFFFFFFEF0C1601;FFFFFFFF8961E601;25DC8801;FFFFFFFFC9CA3E01;18A13201;FFFFFFFF7DF51E01;4FEDEE01;303B801;5BCE6301;FFFFFFFFEF113201
C28701;B690E901;7578C401;CB1A5601;76DF4401;22865C01;1987CE01;6C742801;496C4401;95FFAF01;FFFFFFFF50605501;2D3D3801;79C1DC01;FFFFFFFF7C4BC101;295AD801;FFFFFFFFECFE8C01;FFFFFFFF91B58601;75466401;54712E01;97999901;FFFFFFFF35C19601;FFFFFFFF4F7CCB01;FFFFFFFF76600D01;FFFFFFFFA3157601;FFFFFFFFB64AE601
FFFFFFFF2507E601;FFFFFFFF8EF63C01;FFFFFFFFC32F1A01;FFFFFFFFE193A401;425DCC01;77039C01;FFFFFFFFDF55FA01;43784601;434B3C01;FFFFFFFF737D1001;9591B201;18BC0201;FFFFFFFF94C91001;2CD9A401;3FE88201;FFFFFFFFD5CA5441;FFFFFFFFB7409A01;743A5C01;FFFFFFFFF413A801;FFFFFFFF34BBF901;FCC66F01;80DE0601;FFFFFFFFD1848A01;FFFFFFFFB2A74801;3B4ED601
188F7E01;FFFFFFFFD3025601;FFFFFFFFD02CE7C1;AE7B2201;FFFFFFFF5E6C9B01;FFFFFFFF92265401;FFFFFFFFCB12CA01;A9FEE401;5B050801;2E7B4E01;4DD1DA01;FFFFFFFFE4EF7A01;24188101;FFFFFFFFC71ED601;FFFFFFFFE8CD8A01;953AE901;7CFD0801;FFFFFFFF15432401;24B75E01;FFFFFFFF0E9F3801;FFFFFFFFF5193001;FFFFFFFF76263001;C446BC01;377D001;3EF72801
7EC0C01;383E8301;E8103501;FFFFFFFFBF951901;1AF02401;497AF301;FFFFFFFF2E548F01;4871A601;FFFFFFFFFBA42601;FFFFFFFF8A350E01;FFFFFFFFE4192001;F02DD01;2E75C201;FFFFFFFF578E8201;F369CE01;2B989E01;FFFFFFFFC6723601;FFFFFFFF85B15001;1B000A01;FFFFFFFFD2E03801;8E5DAF01;84EFA001;4CC8D801;56703601;21AECE01
58C36001;FFFFFFFF57404F01;FFFFFFFF8A481201;FFFFFFFFBC2E3201;3AA67B01;2A0B5801;FFFFFFFF2AA8DC01;FFFFFFFFB0663E01;6D708201;9BA71201;FFFFFFFFFE283401;FFFFFFFFB803B401;5E349001;365FDE01;24EA2C01;E3C4FD01;6E37D01;FFFFFFFFE4A98401;BDF26401;FFFFFFFFFE65B601;FFFFFFFF6C9CFD01;33D26C01;FFFFFFFF9DB11201;FFFFFFFF9DCEE401;57F62601
FFFFFFFFDBFE6B01;FFFFFFFFFC17D801;FFFFFFFFB1F03201;6BD44E01;FFFFFFFF3A2BF601;6FABD001;FFFFFFFFB8E18001;26795401;FFFFFFFFB830B201;FFFFFFFFEED34F01;FFFFFFFFC6446E01;FFFFFFFFEF9AEE01;3A601A01;FFFFFFFFE8059E01;BA082F01;6230DC01;FFFFFFFFFE825C01;2214A001;FFFFFFFF96072401;FFFFFFFF5FC0F901;FFFFFFFF9AA48201;5909EA01;FFFFFFFFB1CD7401;A29B801;9131F901
70D49001;CEE6CF01;2EADD301;32937E01;7E8DE801;FFFFFFFFAC654A01;7E988001;DB613C01;8BC8FD01;5C2E9201;FFFFFFFF60A92E01;FFFFFFFFA238FE01;522CC001;4E7ECA01;CD504601;F44C7A01;FFFFFFFF9EF47601;D67C3301;FFFFFFFF92F75E01;2B813A01;95E22201;FFFFFFFFFE820E01;14D1601;FFFFFFFFA80E1C01;5B69501
FFFFFFFFBF6EC101;FFFFFFFF98A90401;FFFFFFFFADF93C01;BB1C1801;668D5A01;D4C6E001;FFFFFFFFBA22E501;50EC0401;FFFFFFFFECF71241;42EF6801;D27FD801;FFFFFFFFF7622801;61D98A01;FFFFFFFFE2D35001;FFFFFFFF6946F201;C490801;FFFFFFFFB0D0E601;55075201;FFFFFFFFD5BFF601;FFFFFFFFD47F2201;FFFFFFFF7CC8CB01;FFFFFFFF975C4601;61C01C01;B28DD701;153AC201
FFFFFFFF5DDE7A01;FFFFFFFFCAD31C01;ECB5E01;99E7301;500CF301;FFFFFFFFD8594641;929F6801;FFFFFFFFD52875C1;BE90C01;FFFFFFFF4B7DE901;41716201;3225D001;FFFFFFFF879E9201;9F42FA01;FFFFFFFFE5338C01;2A780801;43900A01;FFFFFFFFCEEFB401;1A7E3401;92F22101;FFFFFFFFB116B801;FFFFFFFFB3A5E201;EEE1201;2851E201;FFFFFFFF3A883001
FFFFFFFF29169F01;7E6CAC01;FFFFFFFF62CF2101;66FB101;5B097201;33432201;FFFFFFFFE354C201;5F5DA001;383BEE01;B4A1EF01;6910E01;FFFFFFFFB7956A01;7E0F0001;8FBE0201;B514CC01;46B8DC01;81D75401;FFFFFFFFACEB0001;CC91FE01;F5614C01;FFFFFFFFDA19B1C1;FFFFFFFF45BBC801;A600F601;B9195701;58268201
FFFFFFFF47BF9D01;7D9D8C01;FFFFFFFFE5297801;FFFFFFFFEF0C5FC1;32D5F401;FFFFFFFF4B216801;1C582F01;FFFFFFFF561D5101;B2A79701;FFFFFFFF85F7AC01;FFFFFFFFE4E96301;FFFFFFFF967C1501;FFFFFFFF5B4DA001;CB8E7C01;FFFFFFFF952E9001;ADBC4501;2EF42C01;DCA10501;FFFFFFFF6CABBB01;4AF30301;FFFFFFFFE34AF501;FFFFFFFFDD9A2001;FFFFFFFFC4073001;699C4E01;FFFFFFFFE5FC1101
FFFFFFFF9AA2F001;FB69401;6D1C2001;98BCBD01;3D1DAA01;9ACD2001;37CCBC01;FFFFFFFF58CB2801;248D7A01;FFFFFFFF839D8E01;FFFFFFFF7CFA4901;642AAC01;FFFFFFFF62802C01;D0E01;FFFFFFFFB7726E01;FFFFFFFF4F6ECC01;18AA7A01;FFFFFFFFF8460C01;4DDA0201;FFFFFFFFE0E047C1;FFFFFFFF84399C01;FFFFFFFF9EA42C01;FFFFFFFFFB094241;FFFFFFFFE6B9B1C1;CD799501
AB168301;FFFFFFFF3A10FA01;FFFFFFFFED197601;1B058401;F261E01;26BF3201;39E65C01;FFFFFFFFE8207A01;38AFCD01;3B119201;1DA97601;518E2201;AF05801;28C0B001;FFFFFFFF28DC6101;FFFFFFFFBA06E401;702D3801;135F3C01;FFFFFFFF8903AE01;62515401;3279D601;458E4001;11F04001;28AD1B01;46ED01
FFFFFFFFAD5D2801;FFFFFFFFC2A17401;FFFFFFFF8FA4E401;FFFFFFFFAB5E4901;59D59201;200A1A01;FFFFFFFFEE6F0101;FFFFFFFF82D0FC01;183ED601;FFFFFFFFC45F0A01;54291301;9B9E5C01;FFFFFFFFB0A54601;24823C01;30785A01;FFFFFFFFFBBEB441;4C4F2601;13CDB801;FFFFFFFF28374401;5C10CC01;A0A68701;FFFFFFFFB8933A01;FFFFFFFFB5901F01;2249F401;FFFFFFFF933EA401
FFFFFFFF94334E01;FFFFFFFFD9198801;BC957201;E05E401;FFFFFFFFC2B2A7C1;2079401;FFFFFFFF89C74A01;FFFFFFFF9F827401;FFFFFFFF52D1FC01;FFFFFFFF93DF1401;A0A0AB01;FFFFFFFFC1060001;FFFFFFFF91792E01;74337001;FFFFFFFF22F88D01;FFFFFFFF29B56401;FFFFFFFFC9A82A01;FF745B01;FFFFFFFF54A03001;E8A6F201;FFFFFFFFDA672E01;2AED4001;57DD0401;FFFFFFFF769A8901;CD80801
1E9C9401;FFFFFFFFEA4EC1C1;55F59001;FFFFFFFFA4793801;3EF4FE01;D686A01;1B9E1C01;22FCA201;FFFFFFFFC3ABDA01;3688AB01;FFFFFFFF92B59A01;6FD5F801;FFFFFFFF094F5E01;7275801;FFFFFFFFBFE7A801;FFFFFFFFCD8DDE01;79D0001;FFFFFFFF789D4701;FFFFFFFFEC5E1601;C5DC6401;54BF9E01;3CFF2C01;5BEBE01;81CC5B01;FFFFFFFF8C42E601
D058EC01;FFFFFFFF7F750501;484CF801;239B5201;9BE59A01;49B25F01;9471AC01;FFFFFFFFBA4C3201;145B3201;12C1BE01;FFFFFFFFE0D33001;FFFFFFFF3E40E401;5CBEE801;396BBF01;3483F201;2DAB1801;2BC3AA01;BD27EB01;FFFFFFFFE75DD801;FFFFFFFFC0130201;FFFFFFFFF46E8601;FFFFFFFF5E8EC701;6A535801;FFFFFFFF57F3C601;FFFFFFFF9DB09401
FFFFFFFFF7530E41;35D20801;FFFFFFFFAF32B801;98F92B01;29C3B401;3CED0801;FFFFFFFFD72CADC1;29277801;BF7E801;FFFFFFFFD42E6FC1;FFFFFFFF9CAEB401;2329A001;FFFFFFFF1EFB3E01;F1E76301;54C79201;2B795A01;FFFFFFFF85908C01;FFFFFFFFA2CE0801;FFFFFFFF76192D01;FFFFFFFFA37D9801;FFFFFFFFFF6B5C01;800E01;FFFFFFFFC4228201;4B9CE201;46786E01
F938D301;B18EF201;FFFFFFFFECBECDC1;FFFFFFFFE2A6A401;FFFFFFFFA7B1A001;FFFFFFFFD58B93C1;72B44801;3D9D7801;3B77BA01;FFFFFFFFEBF99F01;24D75A01;FFFFFFFF57ABC601;FFFFFFFF4D15ED01;157A8301;FFFFFFFFEE433201;FFFFFFFFF464A001;3C347C01;25BDB401;B18301;FFFFFFFF70BCE301;FFFFFFFFCFB3C001;788AF001;FFFFFFFF73E6A201;1C73EA01;FFFFFFFFCCC49FC1
FFFFFFFFB7DE1001;4257A001;8D015E01;FFFFFFFF87711401;9FCAFC01;FFFFFFFFDF35AA01;FFFFFFFF5DF49D01;33814A01;FFFFFFFF6A4DDE01;7392B001;4856BC01;FFFFFFFFC37BFA01;FFFFFFFF2D2B7601;FFFFFFFFB5A0DC01;FFFFFFFFF794D241;FFFFFFFFBEE5C801;118A2201;FFFFFFFFF709A801;E9890F01;FFFFFFFF54D13A01;75A6B001;FFFFFFFF70EDF601;4E278101;FFFFFFFFAFBD1401;FFFFFFFF8E402601
FFFFFFFF531F6601;F20C0401;FFFFFFFFBCC3E001;8EB17101;92046C01;FFFFFFFF7DA7BF01;FFFFFFFF02638D01;FFFFFFFFE0020401;5FC7DE01;5991F601;43529601;1DAD6801;FFFFFFFFB0825001;FFFFFFFF513A7E01;9BD6401;FFFFFFFFA3729E01;FFFFFFFF71517301;FFFFFFFF49944901;FFFFFFFF47CC7A01;FFFFFFFFAA241101;FFFFFFFF4DEC2801;FFFFFFFF595DE401;FFFFFFFF17EA4401;FFFFFFFFE8659001;FFFFFFFFC985EC01
