c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20
0.039543528277985629+0.83438581317793137j,0.63081292231525088+0.057719608725126131j,0.15762132145362517+0.76405604972725782j,0.44382490018620835+0.068131004828556954j,0.23598010607916303+0.44234748771392485j,0.36791141902677205+0.50128398491495130j,0.19140929974140117+0.21319012116694794j,0.93043131525006972+0.46321031841117660j,0.49669248667492494+0.62944562384061298j,0.26103361378789697+0.11240878866740807j,0.012160833940687977+0.078849568358721658j,0.011948720093649419+0.42729262836271503j,0.18828194821438043+0.73863526749610642j,0.86477794242376527+0.96927665424929532j,0.31011945538229885+0.87663399126095953j,0.13230024522427483+0.053889582669648481j,0.45915492997885077+0.24983522446639511j,0.76990204278457464+0.94281810342312544j,0.075360292757686492+0.33040421972254164j,0.18006791514613293+0.34985786850467199j
0.52820361773357971+0.82331682973631048j,0.88354786443596922+0.13445108496972435j,0.055959420630964686+0.69544262118293898j,0.063532300014163004+0.22046390769045390j,0.76026980561340707+0.99103777307933494j,0.74842493125056653+0.64912109085139347j,0.81360604435042960+0.60343801942292086j,0.48622089220619469+0.83922494823770455j,0.59475922750054477+0.54405087290532972j,0.64280748443614388+0.89278202265802220j,0.47206428047523918+0.12885573364456035j,0.28052585890735349+0.50687591549216338j,0.23117987702148432+0.26378283017386656j,0.77068131300988996+0.59821744861476145j,0.27235952632062072+0.41225572444579323j,0.81499539607884597+0.59968191663406800j,0.30713162995231674+0.84233099808829426j,0.75103005899002395+0.77732009583721162j,0.0072798959998372614+0.85293967532919190j,0.79392802598135492+0.26341073652259606j
0.24230791795820555+0.52180522324211975j,0.47594344497434365+0.30713626980156711j,0.73408275395493527+0.014186299967502912j,0.69168706740876551+0.61331938865228808j,0.82303904926325921+0.19043987625622594j,0.30516638603952784+0.58939884421364364j,0.87974602811895708+0.27691332601831831j,0.48118802295112045+0.71838581239003263j,0.13344633781487966+0.41091180356568729j,0.26375935339347639+0.59727378737566494j,0.66363463802679501+0.20970677296867352j,0.10067551702140762+0.89566204563308038j,0.54357075980096692+0.099259710142889493j,0.37930805480162755+0.041510530527865012j,0.061271166525803923+0.029510842872979826j,0.30016185506887566+0.23956385644289049j,0.78367229812412609+0.88132741903552170j,0.87806190160813646+0.47565319455718597j,0.53956237568650378+0.97723972614173427j,0.81358272310091551+0.69964813882023502j
0.69297341997862683+0.62214398983970121j,0.88808866054170410+0.80092251863256592j,0.74374353383583813+0.45795703629327289j,0.36042087647867060+0.12489900673572674j,0.59783240725088493+0.62435300558339935j,0.87763289669472366+0.098586297770885234j,0.65389541051402089+0.20232173763091993j,0.40960601662123092+0.56142172995994077j,0.77927255129356099+0.20847192440187218j,0.96383052874616848+0.22850161531131544j,0.17919284581737180+0.20460913814221315j,0.43349884583028037+0.22340847085682630j,0.86027745442631653+0.88604281810747265j,0.033601127032235105+0.26954477555644918j,0.38749960993298571+0.39678286515480926j,0.76511654212833513+0.29259385255653236j,0.69344621195594081+0.75569383158999137j,0.23734117633383672+0.43058588104313150j,0.015064986087625730+0.29062553388214163j,0.66897857788166792+0.63092385354848801j
0.51451579003307968+0.40321547364504706j,0.98375179274887692+0.86076804584138100j,0.13580258728154904+0.13150315320946623j,0.80688367066211464+0.76328058907708474j,0.15790012917551691+0.62115992037513790j,0.30826466214027953+0.99791331441264008j,0.80130242328657886+0.50649140172254614j,0.019075320857298649+0.60600784910408056j,0.40280594501574690+0.75539446631843521j,0.93538384815101649+0.19375602410606166j,0.23192270412735122+0.42528265628452594j,0.49376678279143499+0.066584290778108138j,0.65836180930992172+0.18452193154225283j,0.73350422659323367+0.12468760069387291j,0.12749566223338746+0.058213673973531478j,0.40553286600405902+0.33388210711068367j,0.59398651471773678+0.76403393500618688j,0.75090055438994607+0.20865766784916673j,0.049101605626585089+0.94767480741830290j,0.59483034748610897+0.49269662186466656j
0.99951941564639379+0.30759446143430091j,0.16498197662805547+0.51463979889842715j,0.42211973987527940+0.18323126601737777j,0.65584986877964624+0.38223218242159757j,0.38611839563588701+0.61313682008377601j,0.45652056383166739+0.43060362739549318j,0.72584330742092706+0.81574971337743207j,0.52591457343787718+0.12046019324991661j,0.63351197906235024+0.24755369966945770j,0.71574415258981749+0.72714057974840796j,0.40046573571841504+0.76556124634700951j,0.49100531206254355+0.11965749513864823j,0.51684105393080382+0.92242421601249580j,0.62145194868716080+0.66732287161165904j,0.72407370272384097+0.72085904389294586j,0.88052389577241952+0.21625417768098609j,0.65480809410041441+0.040625843430495127j,0.53086468024342115+0.27350167848525636j,0.12573050739573902+0.92575513510461083j,0.67435459854087698+0.90921384481860923j
0.22193610196214528+0.93461981995156063j,0.52031356386218719+0.81820375358095188j,0.049692885588805684+0.63648481671754586j,0.60645212724266029+0.86174989549849990j,0.54612044823366945+0.63648349330811493j,0.43645117250194204+0.51007782498216858j,0.45449399279057395+0.93586114074485049j,0.40691227772624317+0.79635436492511891j,0.14076003942852969+0.11833623892561523j,0.49393947142402311+0.91212599516413440j,0.22197687014380144+0.31882460699420900j,0.35781771895219783+0.17073498038224530j,0.98163042703577408+0.16635693010889849j,0.87939455720993387+0.51374609706383945j,0.81915752339567338+0.30381423971811733j,0.42261775672552526+0.58325457646354872j,0.60883856460045804+0.87307330370472136j,0.94903512749261298+0.84369894522913114j,0.77892823480483919+0.84781072943653368j,0.61238499081354658+0.86471252213258332j
0.055277762794219705+0.73650487726689851j,0.46503248416248671+0.30330273172852157j,0.93902940341154828+0.28013281701658305j,0.29377841575591085+0.49426103989229830j,0.14752765723497152+0.24512346314056466j,0.041690154719940836+0.81229140611587369j,0.14931114143293647+0.56944994041847186j,0.30453588621949268+0.35620047397773652j,0.46532586522060287+0.75024141360564012j,0.18609233238634068+0.46283726363497107j,0.37909579753090683+0.34903782870071659j,0.95824251577752162+0.45178776346238236j,0.90392244552886303+0.52512443933429898j,0.70548582913647051+0.38226253655381220j,0.62174248967697332+0.036542794250947121j,0.39957626534811258+0.76238140035533153j,0.061584099305164147+0.74607619755737187j,0.89340966424896273+0.27171802851186660j,0.57744841886829268+0.29450938246832054j,0.0026864382570363768+0.68707622233846966j
0.59313366767780817+0.51921931287908896j,0.52796891698490622+0.31234806475675858j,0.0011423095581570210+0.41519097205774430j,0.50674663906612538+0.43745523932561903j,0.20446596638281189+0.21928317828060556j,0.13091737503557294+0.36435518086431029j,0.32894925259085606+0.30817304607234319j,0.24941248875114158+0.50377618652813771j,0.81998126334436416+0.79368695917697074j,0.42408813445246296+0.34558622649629961j,0.083691896923729622+0.84783794966816062j,0.70085824074826553+0.30495288638444340j,0.077749146431999802+0.075640168240952294j,0.46736691599999824+0.54159225059456140j,0.15519640324250497+0.98516356141255168j,0.42035961604237815+0.35705864725168024j,0.58364235638156425+0.55915799156223744j,0.12176898277847237+0.19673923622948780j,0.85609991511725314+0.21379093135345179j,0.61102532871866144+0.16259395415917291j
0.44742036565706561+0.95314616245097461j,0.24135684665075080+0.40799130251596633j,0.70306890446732462+0.20253400794015722j,0.42259294535983283+0.38225700310051608j,0.29042837521359821+0.64596520639352484j,0.47990763224295652+0.55053673162852401j,0.70482411790175692+0.53642431674341884j,0.59748923349500738+0.59603408708371908j,0.31799594919646823+0.49774386701557161j,0.86622133414671276+0.38798861158035242j,0.23895429508346788+0.75039356145237079j,0.78665832703279071+0.95807481298053399j,0.91528037227635628+0.097475981472739018j,0.36038957146606970+0.52297771789743741j,0.38338739871416577+0.20043603518840955j,0.33132833017171670+0.12007795935805236j,0.79961259289042419+0.68265325344424865j,0.65790434783411522+0.72155744784156794j,0.86562508976931163+0.96600492722839804j,0.74297736964797290+0.38240955234729235j
0.57964058791727180+0.68570135640195218j,0.90653783644349883+0.31317525059911189j,0.92647560022325348+0.55249927051478798j,0.34411099471591089+0.96853802414877710j,0.80677455876759907+0.69785663407193999j,0.056812119590598120+0.81655865181585863j,0.75894160219935369+0.56986797947379564j,0.70604174724479463+0.31383698185726167j,0.94299126190797111+0.57531574084508952j,0.24247084400151889+0.26945064119217144j,0.24842560203567851+0.51752358348551319j,0.63930075724635349+0.81943869900530475j,0.87135593503026787+0.25440089340511468j,0.10031831847832381+0.76698400927411270j,0.53730372463856557+0.64032857559059098j,0.61904176493107688+0.62610746092122582j,0.12920685437628165+0.17634642263382913j,0.57912534765231050+0.94413105829206101j,0.35531502133318005+0.99607423956799601j,0.57658444857675384+0.69703333743281226j
0.38927369103220388+0.88508106266701891j,0.12742949502147108+0.017967310979599766j,0.11593677655543456+0.076239093430490512j,0.15334322211992610+0.83542021504170949j,0.75331620873504990+0.55836089721912230j,0.71934916784273284+0.58277976025653866j,0.20719464757085970+0.98931559179528661j,0.37800984696058343+0.88909024445929885j,0.52023342774242121+0.018940896079864392j,0.38256651000964997+0.33077592408096052j,0.85495880882791009+0.90443330252395326j,0.53179120654345036+0.40296861960195512j,0.36671362266440705+0.17780032060715673j,0.45512626072658702+0.87596545529414893j,0.96535380047516384+0.49426796939818901j,0.017725073037031632+0.24582014833330715j,0.80887907266370840+0.94423558435403765j,0.83551622043311369+0.52895732967246822j,0.88518772611438901+0.18072614463126357j,0.79693359217576309+0.73988763889784281j
0.26412831686944971+0.26952265012516829j,0.75750323309924994+0.83347997108744176j,0.082293403332558898+0.18759676671853492j,0.97885598810517915+0.93477896016845829j,0.17464079141824809+0.23150922389621056j,0.32768749671682518+0.65608182538624493j,0.051814651304970094+0.37022232379247244j,0.80075124374770201+0.67876344066806582j,0.81654444868037224+0.80080192865252520j,0.25474749116857331+0.76518698550802211j,0.44512085282954877+0.097740211201793298j,0.29622239534692013+0.48472888358028282j,0.86403603779294502+0.37892628796805294j,0.33425901290588761+0.025014880172100247j,0.57354218873711471+0.61286096186059491j,0.25785165602219740+0.86001082421323116j,0.030866625077865553+0.041723640890097849j,0.41035195015366843+0.73021075458634221j,0.36028784682250836+0.0025738874537779123j,0.87377378031181518+0.69924622840989681j
0.92204586107930830+0.73808407072776128j,0.96738750637878379+0.27451413838830802j,0.37663865881705860+0.18491289937756752j,0.83209033344298355+0.33249307948253598j,0.53374012204255350+0.50001555332044134j,0.86580815892372731+0.66404955482306394j,0.57935840228826818+0.38049649323439239j,0.22074879322370816+0.35228053058676589j,0.42385706399932904+0.078870477017010651j,0.46108195986224554+0.31874299705641035j,0.86896904970629396+0.38416355180270051j,0.94162832388580009+0.60869858727761417j,0.66631786554912831+0.61914632452066753j,0.70987499567650802+0.96385876970737761j,0.80508581895022235+0.15873577608379549j,0.49796060860466657+0.22424367818083227j,0.040254139072076256+0.15322844731827143j,0.21148890255790009+0.76490258891913887j,0.14392166735294326+0.66681803002931628j,0.61152119002272309+0.92518907070209599j
0.36467697378133479+0.94393936136497258j,0.64803965253912266+0.40947407521554019j,0.82606516462542834+0.061290093795236998j,0.46355677973587267+0.60484000500822332j,0.77834358865358011+0.85967053848877184j,0.34258265146963479+0.043812376784184870j,0.018441585622511199+0.92454910724734429j,0.96689206789518778+0.85610210372539008j,0.59261491632660168+0.50480239368425739j,0.37649636669186387+0.83275845357424816j,0.67969404290150415+0.71416828069104854j,0.10508352328655264+0.21205546102706030j,0.094610955120032078+0.82186848058310213j,0.076305494870043705+0.22829975532622926j,0.79480136817233304+0.62925185006410100j,0.49771736576500064+0.57649812148992807j,0.016519564857782304+0.36558397490281441j,0.97771433512946326+0.69980626715511529j,0.61710901253589590+0.79548201086743153j,0.30485330145458195+0.44961805325817905j
0.65100775441883896+0.30266742302418204j,0.28047746505615456+0.22582955201878721j,0.60675244153195751+0.93470689116515304j,0.89411872392524394+0.80427371680888460j,0.69215397622114283+0.46944564948923800j,0.088707078499766667+0.11338874447999651j,0.12104478026218983+0.16594142704504569j,0.89421521313874486+0.73444859144656316j,0.44799570789543597+0.23544706777343516j,0.067814113928097955+0.76402466089562182j,0.31553767520035664+0.96567967584485570j,0.61740434704318958+0.72661502508552467j,0.026201157005083856+0.93355549469227572j,0.59858901606875647+0.13918205249611001j,0.89619140707713818+0.85349973316652405j,0.51382013721145203+0.10139058233154893j,0.25506369009633201+0.90337840318081919j,0.69537650938471796+0.56749572057143494j,0.57902023718539519+0.78722707923236224j,0.86782130634636023+0.74313511707190505j
0.30546029934851643+0.042036886128194229j,0.52806041104958046+0.18130828226506859j,0.72903926622510629+0.055186299928852940j,0.63173467093028324+0.53315030751646209j,0.91978948525250992+0.58345272885331856j,0.48476327685866338+0.093017866791467313j,0.80586261604834297+0.034838432893746836j,0.38229637662656157+0.41495829647008953j,0.87607803217444058+0.78868377769278253j,0.030643719064405182+0.91175212128969207j,0.83830718708043328+0.46458467957083871j,0.70300456730433980+0.65398092036525501j,0.041855073327981426+0.68821782828239375j,0.73420376815242561+0.057458193918665051j,0.60970192487568642+0.85917261151115798j,0.61917475966264113+0.044604068524830801j,0.15702591526657442+0.42460824367203698j,0.77352246257914503+0.41537745637217632j,0.19298797492123071+0.62012439300798383j,0.33615700228761125+0.80962379640807358j
0.28879071005955764+0.42311082639005893j,0.64771808872746062+0.87307267087100693j,0.69181689657477341+0.47722378818505440j,0.46467266161794507+0.30843817825300796j,0.10188930000205992+0.56220380439763928j,0.75713486147879616+0.41157961729181264j,0.85604336008600979+0.79023172621135285j,0.34961317652702262+0.54364024578100933j,0.40478747776101059+0.70423642353159044j,0.34798789516974687+0.46596025517518619j,0.90401608163554359+0.38133337088550201j,0.71346959268902999+0.98099472298498602j,0.48929361328014870+0.015563442987805506j,0.61312452243435278+0.68878606173527068j,0.73344360261350083+0.54128504917455222j,0.42108261622116927+0.25904636039349227j,0.62682378817350570+0.30420224874149532j,0.32334527349301934+0.19659772827793195j,0.45654162336421944+0.49315036782891447j,0.63149781230711910+0.15770635772731142j
0.77075274731683552+0.18820773111547173j,0.91097723992218327+0.98733784906739042j,0.058718683659605614+0.30716313380229521j,0.33135086352230142+0.63224427902175162j,0.30846747067744551+0.87221049430681774j,0.24584321300344172+0.42092393374933512j,0.48651441296270259+0.73153153582484343j,0.060123200579766084+0.68833392276818883j,0.30612709607035010+0.99473858836701867j,0.30459495768443218+0.076145421933550630j,0.57695683885427607+0.25298700179154709j,0.67858005998623661+0.19054883355118801j,0.52424029566367292+0.14884682728535481j,0.79068703726324940+0.31866461741108965j,0.80264153341973521+0.92505173228187176j,0.59551281277955814+0.72878177601213001j,0.47764549711712878+0.87830922783179233j,0.54475057465201082+0.091610466496501702j,0.85603553231946028+0.99148474087761651j,0.53593445082866864+0.074355717431863616j
0.14425628784195699+0.79537545685046840j,0.10584145504819380+0.91739905065806371j,0.70598946558735409+0.37233205775181916j,0.55932299724894219+0.020827308655866024j,0.91259624043976728+0.095289208506970813j,0.30007036798912101+0.56963655185844020j,0.78107090126305034+0.29948320633548836j,0.69600476937387246+0.96570739247143467j,0.068078420025606365+0.29701387847130112j,0.81140446428646140+0.80401272901384091j,0.96874893891795333+0.28612351246201306j,0.10945894443616727+0.61279453993194422j,0.069770622034791188+0.62992223284365012j,0.61969758787857943+0.45171112445902251j,0.64723853301968082+0.85625793215908130j,0.35540667418835953+0.29225748211233166j,0.61267691248913059+0.99979375208842780j,0.40256484468374870+0.053623323588623796j,0.82511839137182552+0.68832877488245392j,0.45974526325163684+0.28071849134800514j
0.13742757201257302+0.86838466292838223j,0.23442122057350478+0.15311191417952630j,0.73619579969748850+0.27721620237611977j,0.47950954956855141+0.16487649316643421j,0.19493167827333874+0.85924131331756148j,0.41144756319608589+0.64019648051666933j,0.22654904716493005+0.22388532153808111j,0.73691638216278021+0.22690726178098297j,0.73345601481560529+0.30400374431177835j,0.52940636360996340+0.32909166625365160j,0.065357586627544179+0.73981678946149720j,0.10083085464808261+0.82190194579850040j,0.72897259330501185+0.44401184317702647j,0.97197851614010045+0.31642273808640026j,0.99902008050899138+0.097465660555558623j,0.77371773252543241+0.50128036532962172j,0.74163105806272323+0.95515030025866410j,0.024879941304584454+0.73590764661885177j,0.71516694863754671+0.45324194968005815j,0.87469213285894487+0.64185406247041776j
0.080212453295503833+0.94343243082601225j,0.20517423862582509+0.93780200868526786j,0.27608779327360039+0.40599531936906297j,0.86877821006166944+0.30111930221092859j,0.075922758063969253+0.11776527949145447j,0.50598603859954094+0.44288229087600151j,0.95796074924369323+0.59521531061888622j,0.19504447075481487+0.68683330453039515j,0.57212267845423204+0.67287726709366069j,0.72277502549620065+0.78735356914114674j,0.64051306314934398+0.26756760559195902j,0.25563090049132026+0.91896589990337263j,0.60233894977663094+0.32138166963934922j,0.64546593784568917+0.45931623505515884j,0.91865253405899805+0.94055982723253839j,0.038549652917646025+0.35086386642578388j,0.21908489131471831+0.70738365041446283j,0.91301394328762830+0.79865791922710816j,0.12998956444166249+0.21515247751397995j,0.75252310650630894+0.16203192610885622j
0.021977092077980157+0.57532385406201947j,0.46380931577821721+0.53214000595356259j,0.90744306944900055+0.84003979079582658j,0.33431468411197268+0.29966085519230523j,0.61067896983945269+0.77328721095314701j,0.0037102095388657388+0.98652797092444877j,0.21655995138343187+0.64366700067729332j,0.014112686831307746+0.23067864710822888j,0.23312600972862441+0.67586083637930838j,0.042699638581587512+0.78748787238098017j,0.33726155463011503+0.92005952457201468j,0.85076947804326286+0.0024345471556002731j,0.60450402991047125+0.30252579632899324j,0.14229773967308329+0.20862420915302676j,0.79304372026059444+0.22404035089697169j,0.85114977199012742+0.47884670118892914j,0.53379794087858068+0.68514759197716713j,0.90226719933222421+0.44434158586386258j,0.70337335103504905+0.48402792035712450j,0.25273607647165908+0.36883062932202682j
0.32357031782319567+0.76465987507071631j,0.90435660624425285+0.59241142233599364j,0.55739326233902242+0.31267721931336556j,0.072225126968294140+0.59105223242167249j,0.063904678650152591+0.22454393007151460j,0.095640151821734617+0.62862755750927124j,0.99520880337466666+0.86167302366448717j,0.80501229848062705+0.026236593364789302j,0.017603623911881798+0.034700821130336096j,0.42166472964058638+0.83914641538981427j,0.64267054089670683+0.45879569509887702j,0.88022693284753961+0.30846263245647887j,0.11549426327320370+0.77334286399844110j,0.97784803720055102+0.040285802643882603j,0.73169934618959265+0.030267582541678280j,0.30720997234473302+0.86502608308904494j,0.86063590280434488+0.74253886570958438j,0.39452089720139027+0.52408648074946762j,0.78556026042095328+0.81916830159225595j,0.031874884250278131+0.91059107724588251j
0.72322498516837164+0.054874080542613106j,0.47175256633151608+0.53938139362606041j,0.27411894514230506+0.98111841752895212j,0.92260645489280335+0.41597871871580805j,0.47093237705028151+0.90813891691705395j,0.84944460829849733+0.32612116901217864j,0.70299081213502956+0.071341793082678739j,0.55760027812608570+0.75169924082906558j,0.28390942287272758+0.85963071559956628j,0.29600848777253191+0.35000044328627927j,0.18751380124067529+0.76654862712911798j,0.14432681504067901+0.54612030900093911j,0.28936188323225770+0.89213247030566267j,0.30591752007742778+0.96834800965598633j,0.24950622311235773+0.84447737819541879j,0.23636796236563276+0.59324011459267101j,0.17276790304354905+0.33506875926667967j,0.21927815752040708+0.54896875501719389j,0.98364990000158425+0.63815578876214074j,0.82687855525159915+0.90314518928869492j
0.58851156338280086+0.67403607968849311j,0.79725116573569632+0.87931815662516255j,0.20484940074952235+0.30807035331892718j,0.64449542517871983+0.24605439133691703j,0.60655347516622526+0.99299934292442160j,0.42196596733625297+0.73100812646359559j,0.56971782884840527+0.90279439358856506j,0.086186346284038887+0.61539636333877601j,0.19134635723402701+0.034119042987059103j,0.72690696166227042+0.16155954298216871j,0.81776600354821738+0.91755887074046771j,0.97228791268750481+0.15247110554950466j,0.63047770065749154+0.32969643688956074j,0.59865985898584384+0.97513770213662665j,0.32419479012328933+0.23109048634892812j,0.71633406583610570+0.92223513330797779j,0.64419563894934329+0.33337723246638817j,0.074238650645262083+0.60539731916914208j,0.62943532061856222+0.16932007223004727j,0.38227643561246588+0.80124246194288407j
0.59648248166824147+0.14874299273041716j,0.97752764545839543+0.64372194079512834j,0.58905875499825533+0.20128842355195206j,0.70202953446307559+0.65476263810639335j,0.55732044362101485+0.24056762664031575j,0.84490654841859503+0.66515131925133020j,0.48291418983028461+0.68731673128060955j,0.21236587737272430+0.64242749642875718j,0.10999665006516259+0.98464879938175143j,0.46523055366454413+0.64761505836959798j,0.76884179159605359+0.64664655316851760j,0.79239960636662465+0.70614507283192507j,0.10234053977716036+0.13157762968172224j,0.85717754897665599+0.046900914975710944j,0.58941151159814364+0.41939277884009496j,0.55791599788836088+0.41787255812397489j,0.64176719475081601+0.81457169970431875j,0.83804034033484076+0.23776506502648326j,0.88837942039233020+0.56717007849805723j,0.44476782195515135+0.16275341521671022j
0.83030153278989094+0.10499588024087686j,0.51674196167060382+0.16559215359172427j,0.24793583763509297+0.88266763697692441j,0.91519111105764306+0.61338527087948536j,0.90945574236276283+0.94760600782302518j,0.66878221735660248+0.66756812331419790j,0.73526288778397364+0.61115218463723220j,0.55780849205968874+0.46078697739489893j,0.91789833131309329+0.50190478873527833j,0.40130797080284719+0.52559989768824966j,0.13386557734504970+0.96707597430863124j,0.076510067797897124+0.80073925948833746j,0.67041190433549180+0.51948939131414329j,0.075648781112463245+0.62247270807166466j,0.77612007966740215+0.52652690175677852j,0.38741425980357935+0.99028724207282592j,0.95157025003967211+0.35480268120683095j,0.83615045671946608+0.86896737891352893j,0.34156542459179629+0.75861384369534135j,0.44189461719293172+0.27445492675931549j
0.58827535994509372+0.071259639718136314j,0.16223966367094345+0.20082517018082485j,0.60204296520615441+0.25387371032464517j,0.23065669676559894+0.89107469177867515j,0.078661993931172944+0.39813844246872043j,0.87781262426360940+0.98651141107709417j,0.37997359610058090+0.13662479008226960j,0.040228425254773333+0.21136734120837555j,0.39739559347677217+0.57068855618523662j,0.61673211372561143+0.74324675471334301j,0.69205570678447004+0.47189980983337471j,0.013855481603050546+0.98427224609215591j,0.92699618441735943+0.22579270051437364j,0.46205733030795637+0.24426570151121521j,0.97120473000798280+0.87541391114246969j,0.25260673205907042+0.077733577046242411j,0.54018270080700859+0.50726246699565436j,0.58747936270001500+0.040319668328003787j,0.90867599995688353+0.38069071823670969j,0.74734352553458716+0.091641381284928422j
0.24402884754466406+0.82764292664343730j,0.93774763481158063+0.15362812860793912j,0.091729884872697204+0.026952395351116307j,0.31306911334901738+0.040828520185511578j,0.51962841542829441+0.65825599150348291j,0.62927510938066133+0.16467405017339323j,0.031238022565483945+0.96122221262375074j,0.57238035679437582+0.45523566691904782j,0.94683106312557885+0.58235324104317598j,0.23682528274606354+0.38634575895936596j,0.99692285886892984+0.22673923069277482j,0.78722959380341329+0.83230854931577258j,0.16699344813564904+0.94588561514405212j,0.63754276288260336+0.57316250620354459j,0.77271618586074209+0.88136002929676260j,0.082363242749532342+0.044338317014629376j,0.67374779156807785+0.96952210106392134j,0.51007752975290077+0.82128916858210033j,0.071567138695719873+0.86902441730120761j,0.99869263353239257+0.18621952171840636j
0.17560238713687387+0.70224472772832902j,0.51327188249123645+0.25223482048137053j,0.15034274793189620+0.72434570480574934j,0.71917039487952383+0.13658261141251837j,0.41816021154803046+0.55366749179630281j,0.29313349719920473+0.33107631939532500j,0.65726295899010667+0.94227408575513083j,0.27854272242455286+0.74460905803915423j,0.54718633066436073+0.16866216032592715j,0.49521339549363425+0.65389058579723214j,0.61474478815370437+0.78270006856392249j,0.29048144383864544+0.022494435735059409j,0.96471776953013899+0.082825060021192651j,0.32795060792742309+0.061565986011693510j,0.67409630087119654+0.19521102104007076j,0.074420855066633013+0.14244752289170345j,0.42249223958320847+0.34130994650132207j,0.51559893825366510+0.53973504057036537j,0.66476582153937402+0.92638278926840656j,0.45889908215329983+0.10290458926320525j
0.33960521494338375+0.78798469434431551j,0.52278709431965875+0.76167173159406232j,0.53119614960237893+0.39122181304444203j,0.28135815258856944+0.65855593698902604j,0.80510214503560162+0.81591952189484418j,0.17607901197239537+0.30682339616119275j,0.21704386568103343+0.53467232475389970j,0.13140929591366537+0.15260379015063938j,0.39831078884024890+0.25333479677022280j,0.23276747846288359+0.85772765935717488j,0.77014446047240670+0.30951823029157161j,0.61346902472193565+0.85543703181303288j,0.25165578648016823+0.20949045326872151j,0.69577472523825645+0.98018604997350367j,0.34151537484899414+0.96481032576825165j,0.59456375545725071+0.10596474167285608j,0.52559213930523474+0.37672416866829278j,0.96899541391274235+0.46897307264744731j,0.13087501196394463+0.33666995662122262j,0.69805395618760180+0.95003551745461989j
0.85218234846158691+0.43553339970313809j,0.80678779751852125+0.29278351966598903j,0.39051294661760272+0.60989585464873586j,0.99149049738267814+0.045084138322692160j,0.75677355952828629+0.98547049414598742j,0.66392412755337915+0.76430324370310287j,0.20847312394539577+0.30465333671101008j,0.76775961055400022+0.84681806479558897j,0.46702794763137284+0.94754780854171128j,0.0067161538502541595+0.44284762052914400j,0.85790672522134515+0.39533459050740977j,0.75662864759258541+0.18209617327813710j,0.60302596225273064+0.92438119304012389j,0.035245183387696943+0.22275240902507390j,0.85228393340675657+0.21307974593330989j,0.72174114703573022+0.19378655053295937j,0.31044097821576605+0.14923453968248107j,0.38356341449678344+0.77162140355809405j,0.53416699189887940+0.45947535617994295j,0.60842183871001643+0.85840728784194953j
0.46943338210779961+0.29997849441048258j,0.98441524741951925+0.35793817063083078j,0.14391295622689679+0.25416040681471747j,0.39490892671386574+0.70549060449316092j,0.10687400171732980+0.84632989388799174j,0.77273962259425999+0.61234550878841687j,0.67522738286961081+0.96548087339190303j,0.80336178899079025+0.97849163747010048j,0.64353027832697651+0.90861907146527299j,0.75418879795169669+0.44666297359687779j,0.84673367998206950+0.29922115683266753j,0.41526141171214087+0.84639450485982437j,0.89386796438078076+0.45405585905292356j,0.16278661640214812+0.83883761954549418j,0.67761606285225717+0.42982734066216371j,0.93325082740109244+0.11595967312183776j,0.52209628856656243+0.52286588328126715j,0.32214086520577417+0.32244869526854608j,0.47102394329245817+0.15976229709563525j,0.77591637752619047+0.19573721226195906j
0.34523516909451590+0.83820022095321456j,0.82660944259809288+0.38106466382299309j,0.18978112150514242+0.66950031319052150j,0.93715135597524291+0.070553671567263915j,0.28252357617695945+0.68628476994773491j,0.81039456738323656+0.82330686784399687j,0.49235747607908364+0.88998858521181434j,0.54958565287048844+0.13523410842516395j,0.89269489183978268+0.40528869696405601j,0.39748407471279829+0.11908694921172698j,0.87957093062043434+0.48853706686089216j,0.64019964328825796+0.66199406016128703j,0.94771692834605226+0.70401002133304658j,0.51212665882462816+0.81355901488685645j,0.35742444190246797+0.76729653832512090j,0.49031285740276370+0.32382966742176578j,0.021271697156175117+0.16184083174749744j,0.21048925951662759+0.20956359096472352j,0.40232740212130708+0.17711087551639584j,0.088725656988881740+0.44332668775821410j
0.73463695144473473+0.70781807329716773j,0.60866211063055176+0.45130634510937956j,0.85220489764465612+0.49063322213656352j,0.24542211874429090+0.36151914006524039j,0.41203341960107853+0.19600006083958052j,0.83413749183606500+0.16985784025765754j,0.98872314581715648+0.71758587518464600j,0.89748835763265677+0.30189640524852701j,0.30123752197492309+0.68162260527625607j,0.54079843869799049+0.56323947891376602j,0.72439310400439927+0.049938470239178162j,0.17037309076716750+0.60459956638094059j,0.62611565097227118+0.30423151276059324j,0.16228553270654267+0.28070250286707260j,0.39549273979704880+0.22312145306045308j,0.23895431696954925+0.66230866978700931j,0.012668797782085723+0.62164302116243830j,0.91349948646847734+0.076964938799859703j,0.72399714567687090+0.0067548968708916590j,0.49996635853179650+0.36963728089778092j
