c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25
-3.10029745e-01-7.25142479e-01j,-3.03792715e-01+8.44943762e-01j,-1.13839936e+00+3.88189793e-01j,5.40342331e-01-1.60703015e+00j,2.81540155e-02-6.47463560e-01j,9.23707962e-01-3.43391895e-02j,1.93134785e-01-9.63361025e-01j,3.74178290e-01-1.32883310e-01j,9.57244396e-01-9.29023743e-01j,1.84979081e+00-6.92713261e-01j,5.25514841e-01+7.05608606e-01j,-3.47805977e-01-3.21716070e-01j,-1.74570704e+00+1.21050119e-01j,-1.11533093e+00-1.03481901e+00j,-1.67842507e-01-3.17144156e-01j,-4.70525980e-01-6.16823435e-01j,-2.09579468e-02+1.59540176e-01j,-2.60354280e-01+1.90735900e+00j,-1.32125175e+00-1.03305876e+00j,-1.50947666e+00+3.17676187e-01j,-1.16601872e+00+4.76147056e-01j,-9.39967632e-01-1.60294342e+00j,-5.06420612e-01-1.70676708e-01j,1.02316380e-01+1.80901778e+00j,9.20782566e-01-7.64087200e-01j
4.30897236e-01+4.98937368e-01j,-1.12558603e+00-3.25159729e-02j,-1.47204208e+00+8.22893381e-01j,7.58447170e-01-9.42552090e-01j,3.44321489e-01+1.30815184e+00j,-2.54086256e-01-9.68710899e-01j,1.04313183e+00-6.87196255e-01j,1.03722012e+00-6.56070709e-01j,6.64826155e-01-6.83843017e-01j,8.44645023e-01-1.42067695e+00j,9.73491669e-01-1.34972334e-01j,-4.71527338e-01-9.68089104e-02j,4.85093355e-01-1.09658456e+00j,-1.22753990e+00-4.10267115e-01j,1.05891931e+00+1.28523231e+00j,-3.64698648e-01+1.41356802e+00j,6.64452553e-01+7.95271873e-01j,7.56110430e-01-1.02097511e-01j,-3.21072102e-01-1.28084433e+00j,7.73238659e-01+1.21021616e+00j,7.16080070e-01-6.52446032e-01j,-3.22769880e-01+2.90105820e-01j,6.41465187e-02+1.57713890e-01j,-6.14300966e-02+8.55377197e-01j,5.92166662e-01+3.80723000e-01j
1.66911232e+00+9.34714794e-01j,6.19304180e-01-5.11772633e-01j,-8.95684004e-01-4.11129355e-01j,-6.46512747e-01-3.47135067e-01j,-1.68564916e-03-1.24366999e-01j,1.15043652e+00+2.30332375e-01j,1.01105559e+00-1.06636834e+00j,1.02473605e+00-3.66093129e-01j,-9.70015764e-01+4.70344067e-01j,-7.62069225e-02-4.08032537e-01j,-9.25719440e-02-3.27146322e-01j,3.31117868e-01+4.95040178e-01j,6.77450418e-01+8.33161116e-01j,-1.48975849e-01+1.07934713e-01j,-1.52182364e+00-7.35518456e-01j,-1.13082016e+00-1.37558556e+00j,-1.23172367e+00+9.62972641e-04j,-3.07976007e-02-1.49479699e+00j,-1.55191588e+00-7.36694574e-01j,-9.72990513e-01+8.49031091e-01j,-6.48307562e-01+6.23129129e-01j,-1.13355947e+00-2.68072724e-01j,1.17565286e+00-5.27742863e-01j,1.29176557e+00-1.52529955e+00j,-6.05671644e-01+1.91163194e+00j
1.15779257e+00-9.59369421e-01j,6.14862442e-02+5.26161671e-01j,-2.21135855e-01+1.13348973e+00j,-7.63331413e-01-1.60409474e+00j,7.44734049e-01+1.85185707e+00j,-5.03759503e-01+2.30208397e-01j,-3.36110353e-01-6.17941856e-01j,1.41848791e+00-7.40298271e-01j,-6.61787033e-01-2.82065392e-01j,-1.92046809e+00-5.22889376e-01j,6.06738091e-01+6.29172325e-02j,-6.01844788e-02+1.58590484e+00j,1.07156217e+00+1.15168571e-01j,-1.65057635e+00+1.79237843e-01j,1.77867889e-01+6.46125555e-01j,1.98080325e+00-9.95104074e-01j,-7.97850847e-01-8.21679831e-01j,-4.88974333e-01-9.60089684e-01j,8.97812366e-01-9.39744711e-01j,1.68381929e-01-7.97536612e-01j,-1.53704762e+00+6.75065994e-01j,1.11590803e+00+1.88347650e+00j,-4.83216763e-01+1.80924737e+00j,-2.73959160e-01-1.83306456e-01j,1.85019732e+00+9.24924374e-01j
-1.97972417e-01-4.84145641e-01j,-2.50918388e-01-4.50225383e-01j,1.45434237e+00+5.44408321e-01j,1.23763704e+00+2.35364437e-02j,-1.39373016e+00-8.76668692e-02j,1.02420676e+00+6.07101679e-01j,-6.85539246e-01-6.67562485e-01j,1.07257831e+00-9.30687666e-01j,-4.14031506e-01-1.80637121e-01j,-1.06759071e+00-1.45916212e+00j,1.72608852e-01-3.09759617e-01j,-4.61212516e-01-9.44864750e-01j,8.83157253e-01-1.41138661e+00j,-3.53910446e-01+2.84917593e-01j,7.70304203e-01+7.25517273e-01j,4.30217147e-01+1.52664042e+00j,2.31571436e-01+2.55339384e-01j,3.46834183e-01-1.22203028e+00j,2.73971558e-02-8.74487638e-01j,-9.71912861e-01+6.56359196e-02j,6.31710052e-01+8.19936752e-01j,-7.49936819e-01+7.03397870e-01j,-3.13735008e-01+9.03725624e-01j,3.10925961e-01+2.10037231e-02j,3.46060991e-01+1.92247152e-01j
-1.56496310e+00-4.51005936e-01j,-3.73527169e-01+6.69199467e-01j,1.97828770e-01+4.91042137e-01j,-2.45083809e-01+3.85179520e-01j,4.83203888e-01+1.50635207e+00j,1.42783403e-01-5.83003998e-01j,-8.76235962e-03+4.82821465e-02j,-3.59235555e-01+1.79493785e-01j,2.36959457e-02-4.56786871e-01j,-8.25889587e-01-8.57683897e-01j,-1.80085778e+00-7.88476229e-01j,-3.12687635e-01+1.70426869e+00j,2.06698895e-01-1.44455791e+00j,-1.18924904e+00-6.10283613e-01j,-1.17690432e+00+2.44657993e-02j,-1.11627638e+00-6.17917299e-01j,7.38963604e-01-4.46450233e-01j,-7.06365585e-01-1.15837544e-01j,-6.13748550e-01-1.44126463e+00j,4.46505547e-01+1.36062431e+00j,3.66190910e-01+1.95639026e+00j,-1.88238621e-01+1.40591848e+00j,7.75835514e-02-1.11812747e+00j,1.43091679e-01+1.01550305e+00j,1.26229799e+00+9.05227661e-02j
-4.30287242e-01-5.16485691e-01j,1.21009064e+00+1.47182739e+00j,-1.61186731e+00-6.28860950e-01j,-8.59235764e-01+2.31549025e-01j,-3.78346175e-01-6.53955460e-01j,3.61042023e-02-1.39729500e-01j,-1.59456897e+00+2.28903532e-01j,-9.88326073e-01-1.26250768e+00j,-2.91357040e-02+1.11225510e+00j,3.20103407e-01+6.53131723e-01j,7.68483400e-01+4.27685976e-01j,4.18297529e-01+5.98126173e-01j,2.23980904e-01-1.40928876e+00j,-2.53070801e-01+2.46027589e-01j,-1.16481388e+00+1.73464096e+00j,-8.68413210e-01+4.92836714e-01j,4.22890186e-01+4.60966587e-01j,-1.34170353e+00-1.36344194e+00j,-1.07333946e+00-8.68473053e-02j,-9.71759558e-01-1.12028027e+00j,-7.97165155e-01-6.94116354e-01j,8.59889984e-02+1.56234741e-01j,-4.80951905e-01+5.84717751e-01j,-9.02045012e-01-7.17869282e-01j,1.07642758e+00+1.89536452e-01j
-4.29337978e-01-1.66867614e-01j,2.40393519e-01-3.84902000e-01j,-7.12125540e-01-1.43306732e-01j,-1.15824723e+00+6.81216240e-01j,-5.19091368e-01+2.98272371e-02j,8.56898069e-01+9.51449871e-01j,9.89430904e-01+4.17675972e-01j,-4.49511051e-01-9.18480396e-01j,-6.44570112e-01+1.19332492e+00j,-1.02365983e+00+8.66450787e-01j,7.07630396e-01-8.10081244e-01j,8.49237919e-01+1.35619867e+00j,-2.43377477e-01-2.98859775e-02j,3.45928788e-01+9.23605919e-01j,2.02767372e-01+4.74258661e-01j,1.59376240e+00-1.86119008e+00j,4.48405266e-01-1.79042983e+00j,-8.23827505e-01+1.84634721e+00j,-4.15756941e-01-2.10015297e-01j,2.37424850e-01-2.93815136e-01j,-6.84188008e-01+1.18684268e+00j,8.92584801e-01-9.70208645e-02j,9.28143501e-01-2.41865635e-01j,-1.09538424e+00-3.54594231e-01j,2.07005739e-01+3.06110382e-02j
-3.19940090e-01-1.99831748e+00j,-2.53142595e-01-8.44595432e-02j,7.20553398e-01-1.28580093e-01j,3.37574005e-01-5.62353849e-01j,1.13237512e+00-1.34471214e+00j,7.29370117e-02+1.41011369e+00j,-1.13663769e+00+4.52689171e-01j,-1.20528960e+00-1.69908273e+00j,6.49364948e-01-2.57830411e-01j,5.50004840e-01-4.10311222e-02j,-1.30601227e+00+7.38846302e-01j,-9.23251629e-01-4.86395359e-02j,-8.80357265e-01+9.11943913e-02j,3.10132027e-01+1.78966987e+00j,1.73563969e+00+1.11476898e-01j,-1.41696525e+00-2.38762617e-01j,-5.19416690e-01-5.84099531e-01j,1.55117655e+00+1.67013931e+00j,4.49243069e-01-5.44825315e-01j,-1.06153953e+00+1.48540258e-01j,1.79921150e-01+3.15670967e-02j,-3.39144468e-01-8.27634335e-02j,-1.12917495e+00+1.13434649e+00j,4.86493587e-01+1.25581920e+00j,-1.73021603e+00-1.14120483e-01j
-1.08359504e+00+5.46728373e-01j,-5.63621521e-01-6.67147398e-01j,1.39965284e+00+4.08678293e-01j,1.03136289e+00+1.37775421e-01j,-3.47865343e-01+1.48896897e+00j,1.05401421e+00+7.21366167e-01j,4.78386641e-01-3.30337763e-01j,-5.20924091e-01+2.81153679e-01j,8.83699894e-01+1.46453023e-01j,-2.40761995e-01+8.68602276e-01j,7.53484488e-01-8.49020481e-02j,-1.24958837e+00-1.88634396e-01j,-1.61175728e-01-3.90780926e-01j,9.13846016e-01+1.85478127e+00j,1.25700092e+00+8.37819338e-01j,1.24812126e-03-9.53878880e-01j,3.52407694e-02-4.93371487e-01j,-1.10120034e+00-9.31416273e-01j,-6.47123337e-01+1.41304743e+00j,-7.28540182e-01+8.67658138e-01j,-1.03520787e+00-4.28761721e-01j,-1.04031539e+00+5.01908064e-01j,5.94383001e-01+1.27032280e+00j,1.01465178e+00+1.27143764e+00j,2.74885893e-01-1.43394506e+00j
7.13603497e-02-1.95394564e+00j,1.32840490e+00-2.98363447e-01j,-6.98203325e-01-1.37714148e-01j,4.84130144e-01+1.76150799e-01j,-3.10679197e-01+5.67377806e-01j,-5.27309895e-01-7.75717258e-01j,1.03589571e+00-1.06194127e+00j,1.04155684e+00-3.48579407e-01j,-8.47785711e-01-5.03046274e-01j,-2.84471512e-02-8.35160971e-01j,3.45257759e-01-3.01106215e-01j,-8.30912113e-01-7.53491402e-01j,-9.10321712e-01-2.13454247e-01j,-9.34758186e-02-1.12227726e+00j,-5.01229286e-01-3.49736929e-01j,-1.41926956e+00+5.09235859e-01j,-1.01083934e+00-1.47964907e+00j,1.24927104e+00-6.22084975e-01j,-1.28373456e+00+2.35942364e-01j,7.39774942e-01+2.23970890e-01j,9.10762310e-01+3.26587439e-01j,1.81701076e+00-6.07500315e-01j,-9.37005758e-01+3.20842266e-02j,3.09664369e-01+9.32357311e-02j,-8.96642685e-01+1.16681612e+00j
1.12325478e+00-1.33511782e-01j,-3.98324013e-01-1.00876117e+00j,-4.45246011e-01+1.05003023e+00j,6.28131390e-01-1.72657681e+00j,6.64968491e-01+8.46165895e-01j,3.19464684e-01-4.83482361e-01j,-1.39813042e+00-1.76718926e+00j,-1.00923455e+00-1.70180368e+00j,-3.09670925e-01-2.35295326e-01j,-7.05614090e-02+6.18498325e-02j,1.51495683e+00-3.16670299e-01j,-8.80340338e-01-4.88243818e-01j,2.46776819e-01+5.00174522e-01j,-7.36528635e-01-3.80096436e-01j,9.46778774e-01-1.34853959e+00j,5.52379847e-01+7.02559710e-01j,-7.35560656e-01+1.15688384e+00j,-3.47794771e-01-6.73617601e-01j,3.07849884e-01+1.05409002e+00j,-5.63062429e-01+1.24251866e+00j,6.68669224e-01+6.56466007e-01j,1.24746573e+00+1.30320871e+00j,-8.11511993e-01-1.14266229e+00j,1.31514812e+00-1.41207004e+00j,-8.27570677e-01-1.63138938e+00j
-1.47603989e-01+1.96303129e-01j,-6.57018423e-01+8.71499538e-01j,-1.75570297e+00-2.34130174e-01j,-5.55505276e-01-6.75256252e-02j,-1.07983637e+00+2.06486225e-01j,-8.41925144e-02+2.88607121e-01j,2.03224897e-01+7.43702888e-01j,-9.83470917e-01-1.08452797e-01j,4.18581247e-01+6.71077728e-01j,7.08223820e-01-4.88752365e-01j,-4.45151567e-01+8.19285631e-01j,1.05854273e+00-1.15119934e-01j,5.52787185e-01-7.22858191e-01j,2.92383432e-01+1.49960411e+00j,-1.56223595e+00-1.28295684e+00j,-1.44297540e+00-9.06340837e-01j,-6.53996110e-01+4.85673428e-01j,-6.98974609e-01-7.66923428e-01j,1.33073652e+00-8.01110029e-01j,-2.33075619e-01-5.22701740e-02j,1.14615822e+00-6.44745827e-01j,-2.49219924e-01-7.70941019e-01j,-7.85135031e-01-4.86609459e-01j,8.24567556e-01-1.26157331e+00j,5.18205643e-01-4.05929565e-01j
7.32442617e-01+8.95484924e-01j,9.46214676e-01-3.17590475e-01j,8.39251518e-01-1.12168503e+00j,-5.32503843e-01-1.82410479e+00j,5.17664313e-01-1.96704149e-01j,-7.15239048e-01-1.22277224e+00j,-9.02098179e-01+1.63676906e+00j,5.53536296e-01+3.02116036e-01j,-1.71487522e+00-5.17616272e-01j,-2.12605715e-01-1.07384682e-01j,-2.03083992e-01+3.57346654e-01j,5.97224951e-01-1.47267580e-01j,-5.41551113e-02-7.17603683e-01j,-1.46014977e+00-3.28134775e-01j,8.70359898e-01+1.60909605e+00j,3.24563026e-01-2.29436398e-01j,-6.61588192e-01+1.33159053e+00j,-8.56431484e-01+4.93405581e-01j,-6.58956409e-01+5.02119541e-01j,2.59869814e-01-1.51657319e+00j,-1.37206697e+00-2.93789148e-01j,2.80847788e-01-3.99741411e-01j,5.11868477e-01+1.03833914e+00j,-1.69956923e+00+5.06666899e-02j,-9.00493860e-01-2.93996334e-01j
-3.39349002e-01+1.41668522e+00j,9.19949055e-01-1.53257501e+00j,6.74066067e-01-6.60830736e-01j,-1.47982359e-01+4.41000223e-01j,1.86109984e+00+1.15596092e+00j,-9.17979240e-01-4.32388783e-02j,1.03537238e+00+1.58359671e+00j,4.34972405e-01+2.62572765e-02j,-1.42264342e+00-1.65144217e+00j,-9.01135445e-01-1.36201620e+00j,3.69641066e-01-1.35557878e+00j,-8.61730576e-02-6.87681198e-01j,4.65972304e-01+5.53903937e-01j,-3.90597105e-01-1.36126876e+00j,3.11196089e-01+1.52047026e+00j,-1.39245081e+00+3.32557082e-01j,-4.89371538e-01-1.54018188e+00j,1.16727567e+00-6.84910297e-01j,2.77024627e-01+1.30268657e+00j,5.75756192e-01-6.05639458e-01j,1.36678493e+00+7.37464905e-01j,-1.08486414e-01-1.75346971e-01j,2.49684095e-01+1.05548799e+00j,-4.31406051e-01+3.34767342e-01j,-1.26771927e+00-3.87797832e-01j
-7.28666782e-02-3.02994370e-01j,1.27453923e-01+6.82987928e-01j,1.10553491e+00-7.89911270e-01j,-7.18529701e-01+9.07063961e-01j,-5.37710190e-02-1.36757874e+00j,-3.36980581e-01-5.93947172e-01j,7.06498623e-01-7.08084702e-01j,9.52816963e-01+1.33473158e-01j,-7.56132126e-01+2.37573385e-01j,1.92307472e-01+8.49686146e-01j,-3.71049762e-01-5.21741390e-01j,-2.43972063e-01+8.14587593e-01j,1.18154287e+00+4.39877272e-01j,1.09574986e+00-1.90435410e+00j,1.25479662e+00-2.27192283e-01j,-3.00381184e-02-4.49130774e-01j,-2.64968872e-02-4.50556874e-01j,4.35517192e-01+1.23193455e+00j,6.10454321e-01+3.55774164e-01j,5.74087381e-01+4.57605481e-01j,1.13682711e+00+6.19197011e-01j,-5.25189400e-01-4.12095547e-01j,2.04352260e-01+7.92882919e-01j,8.44525337e-01+8.85869265e-02j,-5.28589487e-01-7.28990793e-01j
-4.53387499e-01-8.97692442e-01j,-1.46375179e-01+7.60935068e-01j,-9.17298794e-01-9.61549759e-01j,1.89682257e+00+4.64499593e-01j,-1.44932747e-01+1.62777436e+00j,-1.07882106e+00+4.29474115e-01j,-4.08704489e-01+1.07407308e+00j,1.59571171e-02+6.28558874e-01j,-1.02732420e-01-1.00715470e+00j,-2.16985583e-01-5.47774076e-01j,-5.35741448e-01-3.59633446e-01j,2.09212422e-01-1.85890198e-01j,1.18465793e+00-9.84639406e-01j,3.26588631e-01-6.40809298e-01j,-9.73997831e-01+1.45712376e-01j,-2.06196308e-01+4.63540554e-01j,-8.17479134e-01-7.37566710e-01j,-1.15192676e+00+1.44844401e+00j,-1.32537556e+00-4.67411995e-01j,9.32437420e-01+8.75396252e-01j,6.02033138e-01-8.62751722e-01j,3.63751650e-01-1.12610018e+00j,-5.30903578e-01+5.84986925e-01j,-1.64657259e+00+4.22373891e-01j,-6.64138794e-03+2.80196905e-01j
-1.18620902e-01-4.13856775e-01j,-1.12017584e+00-5.00028610e-01j,-2.95319557e-02+7.20261335e-01j,1.29371881e-01+8.76774311e-01j,2.43583679e-01+6.50243521e-01j,8.27571154e-02-1.73391521e+00j,-3.12299281e-01+8.26531887e-01j,-1.39249086e-01-1.72389746e-01j,-9.69144821e-01-7.17285872e-01j,-3.00255537e-01+8.00122857e-01j,-6.35415077e-01+4.53610659e-01j,3.45968723e-01+8.35526228e-01j,1.67397857e+00+4.98458862e-01j,9.58963871e-01+1.71427965e-01j,1.01694942e+00+1.70659065e+00j,4.53513145e-01+8.38540792e-02j,-2.03384876e-01-1.54108477e+00j,-1.17397296e+00-3.59196186e-01j,2.68628478e-01+1.45647001e+00j,-1.88212919e+00+5.81429958e-01j,-1.48967195e+00-5.03257990e-01j,7.77010918e-02+2.38306999e-01j,2.59572625e-01+4.41441774e-01j,5.52654505e-01-9.65554237e-01j,-6.67474568e-02+5.21219134e-01j
-1.77251315e+00-9.90791559e-01j,-1.78830457e+00-7.13433743e-01j,2.62519360e-01+1.13139629e+00j,5.03666162e-01+2.86573648e-01j,1.37900174e+00+5.28739452e-01j,8.10935736e-01+6.83477640e-01j,3.01114082e-01-1.37346029e-01j,-1.23240352e+00-4.97534513e-01j,1.82167530e-01-4.17332649e-02j,1.96457863e-01+1.77092552e-01j,9.89540100e-01-5.24040937e-01j,-1.19279945e+00-1.09352827e-01j,2.21374035e-01+6.10712051e-01j,7.64950991e-01-1.32927549e+00j,-2.24996328e-01-1.09590960e+00j,-7.69853294e-02-4.75331306e-01j,-3.36791068e-01-1.02737164e+00j,-1.10163295e+00+1.53733730e-01j,1.06756854e+00-1.97789574e+00j,-8.35384607e-01+1.45384979e+00j,-4.06146973e-01-7.79062748e-01j,-9.94538784e-01-3.49887848e-01j,-3.58142823e-01-1.63367510e-01j,-1.54299426e+00-2.77276307e-01j,-2.20300913e-01-1.00946653e+00j
-4.55356121e-01+1.41760075e+00j,-2.58659601e-01+1.14516103e+00j,-1.21016240e+00-1.62756848e+00j,1.35900557e+00-1.03752613e-02j,-5.76175690e-01+7.72168398e-01j,-1.65116102e-01-2.88478374e-01j,-5.14363766e-01+7.21900225e-01j,-6.18278265e-01-5.65740228e-01j,1.36734927e+00+2.28670597e-01j,-1.87508917e+00+2.34598398e-01j,-2.67222375e-01+2.91878939e-01j,4.94415998e-01-1.58685803e-01j,-1.41359806e-01-1.34841490e+00j,-3.09176445e-02-1.13007689e+00j,5.27599812e-01-2.03558922e-01j,-1.98165417e-01+1.39698112e+00j,1.98839188e-01-8.87066841e-01j,-6.84203386e-01+9.97399330e-01j,2.00393200e-01-1.38648427e+00j,4.27476883e-01-4.79906082e-01j,4.39488411e-01+1.98252916e-01j,3.49069238e-01-5.06894112e-01j,6.70080185e-02+1.34529459e+00j,-2.20265388e-01-1.94242001e-02j,-1.11020303e+00+7.17359304e-01j
2.34441400e-01+5.12014866e-01j,1.07757771e+00-1.05971837e+00j,-5.00056744e-02-5.77667952e-02j,4.60642815e-01-9.12381887e-01j,1.06322563e+00+7.69598007e-01j,-4.94283438e-02-1.94060850e+00j,1.50985479e-01+6.45425797e-01j,1.47175324e+00+8.95743608e-01j,-1.23706806e+00+9.09476757e-01j,8.07336807e-01+9.15901661e-02j,1.01863217e+00+1.59301519e-01j,-7.83674717e-02-2.08733082e-01j,1.35123730e-01-2.42743015e-01j,1.23467326e+00-6.22142792e-01j,-1.04338300e+00+7.95856237e-01j,4.77732420e-01-9.52785015e-01j,-1.63572979e+00+4.24817085e-01j,-6.58968449e-01+5.16143560e-01j,1.74857938e+00-1.60984242e+00j,3.27668667e-01-5.09797812e-01j,-1.23779535e+00+1.01817524e+00j,8.05804014e-01-1.14525652e+00j,2.01542616e-01+1.22442639e+00j,-1.50198579e-01-6.92740917e-01j,-7.60012388e-01-4.21410322e-01j
5.24065495e-02-4.04360771e-01j,1.53427732e+00-8.00091028e-01j,-1.84301543e+00+2.58566856e-01j,1.59629905e+00+2.22962379e-01j,4.74569440e-01-4.89357710e-01j,-3.34801674e-02-6.37467384e-01j,6.57799721e-01+7.22670794e-01j,7.41796970e-01+1.05578351e+00j,2.70893335e-01-5.66431284e-01j,-7.87774563e-01-2.07196474e-01j,1.18875015e+00-1.84538603e-01j,8.37841511e-01+1.34571791e-01j,-8.45736265e-01-4.03627872e-01j,1.80729687e+00-1.61599845e-01j,5.42882919e-01+1.08362436e-01j,1.29238927e+00-2.94143438e-01j,2.60452747e-01-4.64864969e-01j,1.58676744e-01-5.89530230e-01j,2.63249874e-01+1.72111988e-01j,-1.93121696e+00+1.29404688e+00j,-3.70112181e-01+1.30657637e+00j,-1.95468438e+00-3.87372702e-01j,-4.34699059e-02-1.45660353e+00j,2.54494667e-01-9.12879944e-01j,9.15553093e-01+1.04131114e+00j
-1.29053187e+00-4.83859062e-01j,-1.85336041e+00-1.95403814e+00j,2.43151426e-01-1.20602858e+00j,3.67908597e-01+1.15709174e+00j,1.04991865e+00-1.63137197e-01j,9.52849388e-01-8.77515078e-01j,1.37581623e+00+1.62809491e-01j,-1.19229317e-01+9.90231037e-02j,-7.70248413e-01+2.18780994e-01j,1.61262155e-01+1.23589158e+00j,1.81123495e-01-9.01953936e-01j,-1.36615038e-01+4.60932493e-01j,-9.42661047e-01-1.64469612e+00j,7.12489963e-01-3.29938203e-01j,7.01837540e-02-1.89492393e+00j,7.59634495e-01-7.43573666e-01j,-1.86200774e+00-1.18095428e-01j,-2.45141268e-01-1.99364448e+00j,6.38939142e-01-2.33227521e-01j,-1.04727232e+00-7.17650414e-01j,4.61577535e-01+1.30823720e+00j,6.86363220e-01-1.22097576e+00j,-7.27674007e-01+9.56266403e-01j,-7.06310987e-01+1.09362066e+00j,-1.96760464e+00-1.12131596e-01j
7.82173157e-01+1.60742760e-01j,7.00861692e-01+4.61580753e-01j,-5.09469032e-01+5.63311577e-03j,6.74707651e-01-1.73198968e-01j,-2.11029053e-01-9.26734924e-01j,5.80755711e-01-1.01599085e+00j,4.76263285e-01+3.12461853e-02j,5.96987963e-01-1.71639585e+00j,1.49400127e+00-4.76159096e-01j,-9.08353090e-01-1.58744514e+00j,-2.36905694e-01+1.01133537e+00j,-5.08776665e-01-1.07935596e+00j,-3.49667788e-01-9.43001986e-01j,-4.55749750e-01-6.87689543e-01j,-7.89728165e-01+1.37409854e+00j,-1.68051720e-02-6.44454956e-01j,-2.03173876e-01+1.12173367e+00j,-1.11383939e+00+4.21311378e-01j,-3.77671838e-01+7.15904236e-02j,-1.10037076e+00-1.16604590e+00j,1.95029974e-02-4.54457045e-01j,1.01250887e-01-2.17034340e-01j,-9.63945627e-01-1.03884506e+00j,4.34814692e-01+6.33165359e-01j,1.28190029e+00-8.97514343e-01j
2.68679142e-01-1.23804808e-01j,5.71448803e-02-9.12124634e-01j,1.77206278e-01-5.92874289e-01j,1.27782774e+00-6.46336317e-01j,5.54117441e-01-5.04577160e-03j,8.46423864e-01+7.69794226e-01j,-1.58588147e+00+1.06210589e+00j,-7.31686354e-02-8.92548323e-01j,-1.18344039e-01+1.06497931e+00j,7.62121439e-01+1.86199188e+00j,9.37420845e-01+3.08990479e-01j,-1.68787956e-01-6.35696769e-01j,1.65400445e+00+1.71082699e+00j,1.21031034e+00+1.33731580e+00j,8.48932743e-01-4.61325645e-02j,-5.83885431e-01-1.94489241e-01j,3.11717629e-01+1.28269792e+00j,9.21499729e-02-9.28342342e-01j,1.37437713e+00-3.87535453e-01j,5.37534595e-01-4.98981476e-01j,-5.60134411e-01-1.25346863e+00j,1.39462769e+00-1.08218646e+00j,5.53236008e-02+8.92081261e-02j,9.89832878e-01-3.12311172e-01j,-2.98737288e-01+9.08112049e-01j
-4.76586789e-01-5.01089096e-02j,-1.10725880e-01+6.76861525e-01j,1.61203527e+00-1.78278184e+00j,6.83268309e-02+5.92308044e-02j,-6.71685457e-01-1.77858114e-01j,-1.80421829e-01-1.87159348e+00j,6.17944717e-01-6.70518875e-01j,-1.85699248e+00-1.28875339e+00j,-3.61846179e-01+1.35130477e+00j,-1.67632043e+00-1.33796072e+00j,2.80005932e-02+6.18144512e-01j,1.41952276e-01+1.12094450e+00j,1.35326147e-01-6.73249006e-01j,-5.51544666e-01+1.25915408e+00j,5.85229874e-01-1.48183870e+00j,2.00139761e-01+1.01700878e+00j,9.96854305e-01+6.40791178e-01j,-1.12631369e+00-1.77671826e+00j,4.19322491e-01-2.46352434e-01j,-1.42543674e+00-1.24124098e+00j,-5.81141949e-01+4.80007648e-01j,-3.24210405e-01+7.14621305e-01j,-1.80495262e-01-1.45467973e+00j,-1.76297188e-01-8.60128403e-01j,-1.63095266e-01-3.59986544e-01j
1.29139352e+00+1.30081987e+00j,5.60214758e-01+8.19091320e-01j,-1.35777056e+00+9.25075054e-01j,1.53470254e+00-1.63988876e+00j,-1.26700938e+00+2.26143479e-01j,7.29757547e-02-1.35255337e-01j,6.70697212e-01-1.07090211e+00j,-1.41148877e+00-1.52944112e+00j,-5.06437063e-01+2.46127844e-02j,-2.33784944e-01+9.36719894e-01j,-6.78638935e-01+5.40233612e-01j,-2.82020807e-01+1.34110093e-01j,7.71291733e-01-7.04326630e-02j,9.19039249e-01-8.02891970e-01j,-1.84787369e+00-2.89314866e-01j,2.80609846e-01-4.03350830e-01j,6.53451681e-01+1.32899272e+00j,-2.58529425e-01+1.82872772e-01j,-1.59225464e-01+1.50147200e-01j,-1.06639862e-01-8.70583057e-01j,-9.60515976e-01-3.55167419e-01j,-1.21576500e+00+1.08578038e+00j,6.61118507e-01+1.55772924e-01j,-4.55072165e-01+1.30209851e+00j,1.76214874e+00+1.85572958e+00j
7.64401436e-01-5.30296922e-01j,9.03828144e-01-9.56584215e-02j,4.43934679e-01+5.85273743e-01j,8.53964090e-01-4.31673884e-01j,-4.95314598e-02+7.24229097e-01j,-4.71298456e-01+7.35712528e-01j,-6.06296062e-02-4.64831799e-01j,-1.01130456e-01+9.35346127e-01j,4.55315113e-01+7.94681311e-01j,-1.29809296e+00-5.25949717e-01j,-2.36949205e-01-1.12239003e-01j,1.81565332e+00+2.65168548e-01j,8.68843555e-01+1.73018646e+00j,4.44235802e-02-5.14693737e-01j,1.02425504e+00-2.66711473e-01j,6.29838228e-01+1.36702418e-01j,-9.05747175e-01-7.77391911e-01j,-1.08360362e+00-7.67791033e-01j,-8.30414295e-02+4.12381768e-01j,-1.06508398e+00+1.59339690e+00j,-7.88051605e-01-1.73291659e+00j,3.84424210e-01+8.47271681e-01j,-4.79832202e-01-7.53352642e-02j,1.00041246e+00-7.32787609e-01j,-7.36598015e-01+1.35446310e-01j
